Index	chr	str	end	name	PeakID	Chr_Homer	Start_Homer	End_Homer	CpG%	GC%
5359	chr13	108596152	109208007	ENSG00000041515	NaN	NaN	NaN	NaN	0.007221	0.386376
5360	chr13	109752698	109786568	ENSG00000185950	NaN	NaN	NaN	NaN	0.028374	0.467464
5361	chr13	110148963	110307149	ENSG00000187498	NaN	NaN	NaN	NaN	0.015643	0.451117
5362	chr13	110305812	110513027	ENSG00000134871	NaN	NaN	NaN	NaN	0.017703	0.465339
5363	chr13	110523066	110561733	ENSG00000139832	NaN	NaN	NaN	NaN	0.019009	0.497401
5364	chr13	110615460	110639993	ENSG00000213995	NaN	NaN	NaN	NaN	0.026863	0.501325
5365	chr13	110641412	110713603	ENSG00000134905	NaN	NaN	NaN	NaN	0.02172	0.480531
5366	chr13	110712736	110723339	ENSG00000153487	NaN	NaN	NaN	NaN	0.046501	0.498538
5367	chr13	110878540	110915069	ENSG00000088448	NaN	NaN	NaN	NaN	0.014099	0.400011
5368	chr13	111114559	111305737	ENSG00000102606	NaN	NaN	NaN	NaN	0.016173	0.451077
5369	chr13	111316184	111344249	ENSG00000153495	NaN	NaN	NaN	NaN	0.022092	0.504935
5370	chr13	111588201	111672608	ENSG00000204398	NaN	NaN	NaN	NaN	0.018233	0.475032
5371	chr13	112067647	112070488	ENSG00000182968	NaN	NaN	NaN	NaN	0.094718	0.593453
5372	chr13	112376319	112434689	ENSG00000153498	NaN	NaN	NaN	NaN	0.008823	0.414631
5373	chr13	112485005	112588167	ENSG00000126216	NaN	NaN	NaN	NaN	0.014413	0.427013
5374	chr13	112647044	112684497	ENSG00000197595	NaN	NaN	NaN	NaN	0.019572	0.472112
5375	chr13	112690329	112887168	ENSG00000068650	NaN	NaN	NaN	NaN	0.027845	0.510347
5376	chr13	112894378	113099739	ENSG00000126217	NaN	NaN	NaN	NaN	0.025515	0.518668
5377	chr13	113105788	113120681	ENSG00000057593	NaN	NaN	NaN	NaN	0.041566	0.613577
5378	chr13	113122814	113149529	ENSG00000126218	NaN	NaN	NaN	NaN	0.022685	0.485383
5379	chr13	113158654	113172383	ENSG00000126231	NaN	NaN	NaN	NaN	0.022654	0.508121
5380	chr13	113177539	113208715	ENSG00000126226	NaN	NaN	NaN	NaN	0.015878	0.434052
5381	chr13	113208193	113267108	ENSG00000139842	NaN	NaN	NaN	NaN	0.021166	0.459713
5382	chr13	113297241	113323672	ENSG00000185896	NaN	NaN	NaN	NaN	0.026296	0.506337
5383	chr13	113324164	113364148	ENSG00000139835	NaN	NaN	NaN	NaN	0.028012	0.520208
5384	chr13	113421940	113453524	ENSG00000153531	NaN	NaN	NaN	NaN	0.029446	0.538247
5385	chr13	113455819	113490952	ENSG00000150401	NaN	NaN	NaN	NaN	0.02149	0.448837
5386	chr13	113490995	113554590	ENSG00000150403	NaN	NaN	NaN	NaN	0.025112	0.483796
5387	chr13	113584721	113641470	ENSG00000198176	NaN	NaN	NaN	NaN	0.029904	0.533331
5388	chr13	113648804	113658186	ENSG00000186009	NaN	NaN	NaN	NaN	0.034431	0.563526
5389	chr13	113667155	113737735	ENSG00000185974	NaN	NaN	NaN	NaN	0.041306	0.603207
5390	chr13	113759240	113816995	ENSG00000184497	NaN	NaN	NaN	NaN	0.027028	0.537062
5391	chr13	113820549	113864067	ENSG00000183087	NaN	NaN	NaN	NaN	0.034262	0.575946
5392	chr13	113977783	114132611	ENSG00000185989	NaN	NaN	NaN	NaN	0.035816	0.570837
5393	chr13	114234887	114272723	ENSG00000130177	NaN	NaN	NaN	NaN	0.012475	0.413204
5394	chr13	114281584	114305817	ENSG00000169062	NaN	NaN	NaN	NaN	0.023523	0.475797
5395	chr13	114314513	114327328	ENSG00000198824	NaN	NaN	NaN	NaN	0.015608	0.429341
5396	chr14	18601045	18602129	ENSG00000257115	NaN	NaN	NaN	NaN	0.003693	0.423432
5397	chr14	18967434	18999012	ENSG00000222036	NaN	NaN	NaN	NaN	0.008171	0.370163
5398	chr14	19402486	19434341	ENSG00000187537	NaN	NaN	NaN	NaN	0.008131	0.371653
5399	chr14	19719015	19828372	ENSG00000176294	NaN	NaN	NaN	NaN	0.005341	0.359861
5400	chr14	19747428	19748369	ENSG00000182652	NaN	NaN	NaN	NaN	0.003191	0.45271
5401	chr14	19780242	19781357	ENSG00000176299	NaN	NaN	NaN	NaN	0.008977	0.422422
5402	chr14	19876232	19877309	ENSG00000165762	NaN	NaN	NaN	NaN	0.004647	0.408542
5403	chr14	19920582	19921659	ENSG00000176281	NaN	NaN	NaN	NaN	0.006506	0.407614
5404	chr14	19935608	19936683	ENSG00000155249	NaN	NaN	NaN	NaN	0.011173	0.415814
5405	chr14	19975444	19976659	ENSG00000169488	NaN	NaN	NaN	NaN	0.012356	0.420576
5406	chr14	20014260	20015193	ENSG00000169484	NaN	NaN	NaN	NaN	0.01073	0.464094
5407	chr14	20033844	20034760	ENSG00000176253	NaN	NaN	NaN	NaN	0.012022	0.43559
5408	chr14	20060045	20060983	ENSG00000176246	NaN	NaN	NaN	NaN	0.010672	0.41258
5409	chr14	20117407	20118438	ENSG00000176230	NaN	NaN	NaN	NaN	0.003883	0.414161
5410	chr14	20143736	20144662	ENSG00000184394	NaN	NaN	NaN	NaN	0.010811	0.469762
5411	chr14	20197336	20198446	ENSG00000196832	NaN	NaN	NaN	NaN	0.010821	0.457658
5412	chr14	20223632	20224805	ENSG00000176219	NaN	NaN	NaN	NaN	0.005973	0.436488
5413	chr14	20242739	20243820	ENSG00000176198	NaN	NaN	NaN	NaN	0.011111	0.432932
5414	chr14	20256558	20305994	ENSG00000136319	NaN	NaN	NaN	NaN	0.007303	0.398414
5415	chr14	20311368	20333312	ENSG00000100814	NaN	NaN	NaN	NaN	0.014811	0.395233
5416	chr14	20343582	20357905	ENSG00000129484	NaN	NaN	NaN	NaN	0.01194	0.423515
5417	chr14	20365667	20413429	ENSG00000129566	NaN	NaN	NaN	NaN	0.013798	0.474101
5418	chr14	20428811	20435642	ENSG00000185271	NaN	NaN	NaN	NaN	0.018448	0.497145
5419	chr14	20446411	20455105	ENSG00000092094	NaN	NaN	NaN	NaN	0.017485	0.451576
5420	chr14	20455191	20457772	ENSG00000100823	NaN	NaN	NaN	NaN	0.028295	0.470748
5421	chr14	20457719	20461612	ENSG00000165782	NaN	NaN	NaN	NaN	0.027749	0.511945
5422	chr14	20468954	20477094	ENSG00000198805	NaN	NaN	NaN	NaN	0.01843	0.471007
5423	chr14	20505537	20511169	ENSG00000182545	NaN	NaN	NaN	NaN	0.029124	0.519176
5424	chr14	20556093	20560931	ENSG00000188655	NaN	NaN	NaN	NaN	0.007443	0.375362
5425	chr14	20583559	20609884	ENSG00000173464	NaN	NaN	NaN	NaN	0.013752	0.449877
5426	chr14	20590193	20590823	ENSG00000258436	NaN	NaN	NaN	NaN	0.011129	0.455556
5427	chr14	20640696	20641691	ENSG00000181803	NaN	NaN	NaN	NaN	0.020121	0.503518
5428	chr14	20684100	20701215	ENSG00000258818	NaN	NaN	NaN	NaN	0.015777	0.434181
5429	chr14	20684177	20698971	ENSG00000214274	NaN	NaN	NaN	NaN	0.016562	0.435176
5430	chr14	20731699	20748380	ENSG00000181562	NaN	NaN	NaN	NaN	0.010432	0.436185
5431	chr14	20768427	20770948	ENSG00000181552	NaN	NaN	NaN	NaN	0.009921	0.429591
5432	chr14	20781051	20782467	ENSG00000169413	NaN	NaN	NaN	NaN	0.007774	0.420904
5433	chr14	20801228	20803278	ENSG00000129538	NaN	NaN	NaN	NaN	0.018058	0.509756
5434	chr14	20891399	20892348	ENSG00000169397	NaN	NaN	NaN	NaN	0.017932	0.491043
5435	chr14	20955452	20956436	ENSG00000169385	NaN	NaN	NaN	NaN	0.015259	0.477642
5436	chr14	20989770	20997035	ENSG00000165792	NaN	NaN	NaN	NaN	0.016107	0.450379
5437	chr14	20999255	21001871	ENSG00000165794	NaN	NaN	NaN	NaN	0.010325	0.490826
5438	chr14	21016763	21070872	ENSG00000165795	NaN	NaN	NaN	NaN	0.015783	0.480031
5439	chr14	21024109	21036276	ENSG00000179636	NaN	NaN	NaN	NaN	0.020302	0.516972
5440	chr14	21032818	21033895	ENSG00000255472	NaN	NaN	NaN	NaN	0.011152	0.519034
5441	chr14	21032820	21034785	ENSG00000206150	NaN	NaN	NaN	NaN	0.009165	0.516539
5442	chr14	21042226	21044234	ENSG00000165799	NaN	NaN	NaN	NaN	0.012955	0.505478
5443	chr14	21057822	21058455	ENSG00000173431	NaN	NaN	NaN	NaN	0.009494	0.541864
5444	chr14	21070270	21090240	ENSG00000165801	NaN	NaN	NaN	NaN	0.01938	0.538358
5445	chr14	21090046	21104722	ENSG00000165804	NaN	NaN	NaN	NaN	0.034549	0.554783
5446	chr14	21098937	21103724	ENSG00000232070	NaN	NaN	NaN	NaN	0.012537	0.489242
5447	chr14	21154865	21156063	ENSG00000169327	NaN	NaN	NaN	NaN	0.01086	0.498331
5448	chr14	21209136	21269494	ENSG00000092199	NaN	NaN	NaN	NaN	0.013122	0.39781
5449	chr14	21287939	21351301	ENSG00000092200	NaN	NaN	NaN	NaN	0.015435	0.443989
5450	chr14	21351472	21384266	ENSG00000092201	NaN	NaN	NaN	NaN	0.011954	0.404098
5451	chr14	21385194	21456126	ENSG00000100888	NaN	NaN	NaN	NaN	0.013436	0.425182
5452	chr14	21459020	21476973	ENSG00000129472	NaN	NaN	NaN	NaN	0.013592	0.411965
5453	chr14	21476597	21499175	ENSG00000092203	NaN	NaN	NaN	NaN	0.015503	0.438081
5454	chr14	21498133	21511375	ENSG00000165819	NaN	NaN	NaN	NaN	0.013519	0.42486
5455	chr14	21521081	21537216	ENSG00000165821	NaN	NaN	NaN	NaN	0.015929	0.485838
5456	chr14	21569803	21570744	ENSG00000169208	NaN	NaN	NaN	NaN	0.018085	0.523911
5457	chr14	21633836	21634940	ENSG00000255582	NaN	NaN	NaN	NaN	0.019946	0.506341
5458	chr14	21665083	21666024	ENSG00000221977	NaN	NaN	NaN	NaN	0.015957	0.4644
5459	chr14	22556640	22559037	ENSG00000259003	NaN	NaN	NaN	NaN	0.028798	0.553609
5460	chr14	22564905	22589269	ENSG00000129562	NaN	NaN	NaN	NaN	0.012683	0.419512
5461	chr14	22598237	22613215	ENSG00000100439	NaN	NaN	NaN	NaN	0.013754	0.482508
5462	chr14	22633768	22634811	ENSG00000255804	NaN	NaN	NaN	NaN	0.012476	0.507191
5463	chr14	22766522	22773041	ENSG00000155463	NaN	NaN	NaN	NaN	0.018717	0.466636
5464	chr14	22773222	22829820	ENSG00000155465	NaN	NaN	NaN	NaN	0.016255	0.47242
5465	chr14	22829879	22835037	ENSG00000172590	NaN	NaN	NaN	NaN	0.018034	0.471113
5466	chr14	22836557	22849027	ENSG00000157227	NaN	NaN	NaN	NaN	0.02831	0.572334
5467	chr14	22871613	22881580	ENSG00000197324	NaN	NaN	NaN	NaN	0.023078	0.557741
5468	chr14	22883165	22887686	ENSG00000139890	NaN	NaN	NaN	NaN	0.032522	0.560938
5469	chr14	22893206	22919184	ENSG00000100461	NaN	NaN	NaN	NaN	0.015514	0.45962
5470	chr14	22920511	22929585	ENSG00000100462	NaN	NaN	NaN	NaN	0.015761	0.477408
5471	chr14	22946228	22957161	ENSG00000092036	NaN	NaN	NaN	NaN	0.018112	0.455959
5472	chr14	22946270	22982258	ENSG00000259132	NaN	NaN	NaN	NaN	0.020285	0.481799
5473	chr14	22971174	22982642	ENSG00000129474	NaN	NaN	NaN	NaN	0.023982	0.529299
5474	chr14	22985908	23010166	ENSG00000100802	NaN	NaN	NaN	NaN	0.016531	0.456674
5475	chr14	23016543	23035230	ENSG00000100804	NaN	NaN	NaN	NaN	0.017393	0.466421
5476	chr14	23042167	23044276	ENSG00000222028	NaN	NaN	NaN	NaN	0.024194	0.581318
5477	chr14	23047062	23057538	ENSG00000139880	NaN	NaN	NaN	NaN	0.025394	0.572547
5478	chr14	23058564	23095614	ENSG00000100813	NaN	NaN	NaN	NaN	0.016492	0.45363
5479	chr14	23094765	23100462	ENSG00000179933	NaN	NaN	NaN	NaN	0.030197	0.470774
5480	chr14	23117304	23119616	ENSG00000092067	NaN	NaN	NaN	NaN	0.032453	0.609862
5481	chr14	23125295	23183674	ENSG00000092068	NaN	NaN	NaN	NaN	0.012779	0.471265
5482	chr14	23185316	23273477	ENSG00000215277	NaN	NaN	NaN	NaN	0.011388	0.41135
5483	chr14	23272422	23299447	ENSG00000215271	NaN	NaN	NaN	NaN	0.014728	0.454283
5484	chr14	23295643	23302848	ENSG00000235194	NaN	NaN	NaN	NaN	0.03276	0.517835
5485	chr14	23298790	23311759	ENSG00000129473	NaN	NaN	NaN	NaN	0.02645	0.513995
5486	chr14	23306835	23325369	ENSG00000258643	NaN	NaN	NaN	NaN	0.01991	0.467249
5487	chr14	23321289	23326185	ENSG00000100836	NaN	NaN	NaN	NaN	0.029622	0.504698
5488	chr14	23346306	23352912	ENSG00000092096	NaN	NaN	NaN	NaN	0.029069	0.578565
5489	chr14	23356402	23365752	ENSG00000100842	NaN	NaN	NaN	NaN	0.024281	0.542888
5490	chr14	23372809	23376403	ENSG00000166090	NaN	NaN	NaN	NaN	0.011411	0.490262
5491	chr14	23376808	23379772	ENSG00000166091	NaN	NaN	NaN	NaN	0.015862	0.582321
5492	chr14	23381990	23408277	ENSG00000197616	NaN	NaN	NaN	NaN	0.01807	0.533496
5493	chr14	23412738	23435718	ENSG00000092054	NaN	NaN	NaN	NaN	0.017277	0.530896
5494	chr14	23469688	23509862	ENSG00000129460	NaN	NaN	NaN	NaN	0.009584	0.429855
5495	chr14	23520855	23556192	ENSG00000136367	NaN	NaN	NaN	NaN	0.018282	0.527323
5496	chr14	23559565	23568070	ENSG00000213983	NaN	NaN	NaN	NaN	0.018462	0.551911
5497	chr14	23568035	23578800	ENSG00000092051	NaN	NaN	NaN	NaN	0.032609	0.566837
5498	chr14	23630115	23645639	ENSG00000100867	NaN	NaN	NaN	NaN	0.010307	0.49504
5499	chr14	23953586	23969279	ENSG00000157326	NaN	NaN	NaN	NaN	0.011917	0.452686
5500	chr14	23969874	24006408	ENSG00000187630	NaN	NaN	NaN	NaN	0.010484	0.436552
5501	chr14	24052000	24069728	ENSG00000186648	NaN	NaN	NaN	NaN	0.019011	0.578238
5502	chr14	24070837	24078100	ENSG00000100884	NaN	NaN	NaN	NaN	0.021206	0.580752
5503	chr14	24080107	24115014	ENSG00000129535	NaN	NaN	NaN	NaN	0.018507	0.498267
5504	chr14	24094053	24110598	ENSG00000100889	NaN	NaN	NaN	NaN	0.016501	0.491931
5505	chr14	24114195	24125242	ENSG00000100897	NaN	NaN	NaN	NaN	0.020098	0.509822
5506	chr14	24120956	24131829	ENSG00000259371	NaN	NaN	NaN	NaN	0.014165	0.48809
5507	chr14	24131275	24132849	ENSG00000139914	NaN	NaN	NaN	NaN	0.030515	0.608005
5508	chr14	24136158	24138967	ENSG00000092010	NaN	NaN	NaN	NaN	0.025285	0.574226
5509	chr14	24138959	24141588	ENSG00000100908	NaN	NaN	NaN	NaN	0.037671	0.535565
5510	chr14	24143362	24147570	ENSG00000100911	NaN	NaN	NaN	NaN	0.019254	0.522814
5511	chr14	24146683	24160661	ENSG00000092098	NaN	NaN	NaN	NaN	0.023324	0.52926
5512	chr14	24151218	24167402	ENSG00000259529	NaN	NaN	NaN	NaN	0.017302	0.522059
5513	chr14	24171853	24180257	ENSG00000100918	NaN	NaN	NaN	NaN	0.024753	0.552118
5514	chr14	24180219	24188964	ENSG00000196497	NaN	NaN	NaN	NaN	0.022873	0.581361
5515	chr14	24180395	24190416	ENSG00000259522	NaN	NaN	NaN	NaN	0.022355	0.567508
5516	chr14	24189157	24213473	ENSG00000254692	NaN	NaN	NaN	NaN	0.02118	0.495353
5517	chr14	24205697	24208362	ENSG00000139908	NaN	NaN	NaN	NaN	0.008258	0.50394
5518	chr14	24209583	24213869	ENSG00000254505	NaN	NaN	NaN	NaN	0.02147	0.5063
5519	chr14	24213937	24216070	ENSG00000213920	NaN	NaN	NaN	NaN	0.027674	0.508204
5520	chr14	24213955	24232352	ENSG00000255526	NaN	NaN	NaN	NaN	0.017123	0.445073
5521	chr14	24216852	24232454	ENSG00000129559	NaN	NaN	NaN	NaN	0.015832	0.436354
5522	chr14	24232422	24239242	ENSG00000100938	NaN	NaN	NaN	NaN	0.012905	0.466276
5523	chr14	24239643	24242674	ENSG00000092330	NaN	NaN	NaN	NaN	0.026733	0.533157
5524	chr14	24249114	24264432	ENSG00000092295	NaN	NaN	NaN	NaN	0.016844	0.549484
5525	chr14	24265538	24271739	ENSG00000100949	NaN	NaN	NaN	NaN	0.024839	0.579261
5526	chr14	24290598	24299833	ENSG00000157379	NaN	NaN	NaN	NaN	0.015595	0.480455
5527	chr14	24299862	24309124	ENSG00000196943	NaN	NaN	NaN	NaN	0.016521	0.506154
5528	chr14	24305096	24311430	ENSG00000136305	NaN	NaN	NaN	NaN	0.021633	0.548311
5529	chr14	24305734	24312053	ENSG00000213906	NaN	NaN	NaN	NaN	0.025008	0.556892
5530	chr14	24311450	24318036	ENSG00000213903	NaN	NaN	NaN	NaN	0.023994	0.536593
5531	chr14	24318349	24335093	ENSG00000129467	NaN	NaN	NaN	NaN	0.022816	0.544255
5532	chr14	24332310	24337382	ENSG00000258973	NaN	NaN	NaN	NaN	0.040032	0.582019
5533	chr14	24336021	24340045	ENSG00000129465	NaN	NaN	NaN	NaN	0.024857	0.559394
5534	chr14	24365673	24379604	ENSG00000100968	NaN	NaN	NaN	NaN	0.023905	0.568373
5535	chr14	24398786	24419288	ENSG00000205978	NaN	NaN	NaN	NaN	0.016243	0.529509
5536	chr14	24426532	24430954	ENSG00000139899	NaN	NaN	NaN	NaN	0.033477	0.60493
5537	chr14	24429286	24441834	ENSG00000100441	NaN	NaN	NaN	NaN	0.01865	0.521916
5538	chr14	24439766	24442905	ENSG00000100445	NaN	NaN	NaN	NaN	0.027725	0.535521
5539	chr14	24501594	24508688	ENSG00000258744	NaN	NaN	NaN	NaN	0.006767	0.46194
5540	chr14	24505353	24508265	ENSG00000092009	NaN	NaN	NaN	NaN	0.009962	0.515797
5541	chr14	24573522	24576260	ENSG00000100448	NaN	NaN	NaN	NaN	0.020095	0.538349
5542	chr14	24606480	24609699	ENSG00000100450	NaN	NaN	NaN	NaN	0.007147	0.521591
5543	chr14	24630954	24634267	ENSG00000100453	NaN	NaN	NaN	NaN	0.010568	0.529128
5544	chr14	24809656	25050297	ENSG00000168952	NaN	NaN	NaN	NaN	0.006601	0.387426
5545	chr14	26443093	26597754	ENSG00000139910	NaN	NaN	NaN	NaN	0.006001	0.331756
5546	chr14	28765388	28770277	ENSG00000176165	NaN	NaN	NaN	NaN	0.062193	0.535488
5547	chr14	28772704	28813453	ENSG00000186960	NaN	NaN	NaN	NaN	0.011313	0.373923
5548	chr14	29576479	30191898	ENSG00000184304	NaN	NaN	NaN	NaN	0.007151	0.364672
5549	chr14	30559123	30620063	ENSG00000092140	NaN	NaN	NaN	NaN	0.007089	0.354792
5550	chr14	30622112	30735812	ENSG00000092108	NaN	NaN	NaN	NaN	0.007051	0.360051
5551	chr14	30874514	30895065	ENSG00000100473	NaN	NaN	NaN	NaN	0.012409	0.399202
5552	chr14	30893799	31026401	ENSG00000196792	NaN	NaN	NaN	NaN	0.008602	0.372733
5553	chr14	31025106	31096450	ENSG00000100478	NaN	NaN	NaN	NaN	0.014199	0.433828
5554	chr14	31100112	31207804	ENSG00000092148	NaN	NaN	NaN	NaN	0.011022	0.390906
5555	chr14	31291791	31420582	ENSG00000129493	NaN	NaN	NaN	NaN	0.009322	0.393857
5556	chr14	31334312	31457441	ENSG00000203546	NaN	NaN	NaN	NaN	0.010102	0.387386
5557	chr14	31446036	31457510	ENSG00000129480	NaN	NaN	NaN	NaN	0.01473	0.385219
5558	chr14	31482964	31487945	ENSG00000214943	NaN	NaN	NaN	NaN	0.009639	0.416181
5559	chr14	31489956	31861224	ENSG00000151413	NaN	NaN	NaN	NaN	0.007901	0.390826
5560	chr14	31944853	31950382	ENSG00000258474	NaN	NaN	NaN	NaN	0.008502	0.436607
5561	chr14	32006902	32018685	ENSG00000258386	NaN	NaN	NaN	NaN	0.007299	0.428838
5562	chr14	32076114	32159728	ENSG00000100852	NaN	NaN	NaN	NaN	0.010118	0.369507
5563	chr14	32329273	32837681	ENSG00000151320	NaN	NaN	NaN	NaN	0.005111	0.390476
5564	chr14	32934933	33804176	ENSG00000151322	NaN	NaN	NaN	NaN	0.009072	0.380995
5565	chr14	33924231	34462774	ENSG00000129521	NaN	NaN	NaN	NaN	0.011382	0.41421
5566	chr14	34432789	34462356	ENSG00000165389	NaN	NaN	NaN	NaN	0.013428	0.419217
5567	chr14	34515929	34539711	ENSG00000129518	NaN	NaN	NaN	NaN	0.01518	0.440964
5568	chr14	34561094	34630183	ENSG00000129515	NaN	NaN	NaN	NaN	0.01747	0.443385
5569	chr14	34706769	34714823	ENSG00000165410	NaN	NaN	NaN	NaN	0.017261	0.396821
5570	chr14	34752731	34875647	ENSG00000198604	NaN	NaN	NaN	NaN	0.010292	0.390186
5571	chr14	34981957	35029567	ENSG00000100883	NaN	NaN	NaN	NaN	0.010817	0.390611
5572	chr14	35044907	35113130	ENSG00000151327	NaN	NaN	NaN	NaN	0.012899	0.413863
5573	chr14	35085467	35122517	ENSG00000092020	NaN	NaN	NaN	NaN	0.014575	0.422051
5574	chr14	35122549	35317474	ENSG00000258790	NaN	NaN	NaN	NaN	0.010132	0.398628
5575	chr14	35278633	35317493	ENSG00000100902	NaN	NaN	NaN	NaN	0.012327	0.422697
5576	chr14	35401511	35404749	ENSG00000100906	NaN	NaN	NaN	NaN	0.046957	0.565164
5577	chr14	35534042	35537054	ENSG00000168348	NaN	NaN	NaN	NaN	0.06443	0.582005
5578	chr14	35538352	35809304	ENSG00000174373	NaN	NaN	NaN	NaN	0.006111	0.35494
5579	chr14	35826318	35932325	ENSG00000100916	NaN	NaN	NaN	NaN	0.008872	0.390476
5580	chr14	36298558	36320676	ENSG00000151332	NaN	NaN	NaN	NaN	0.006918	0.352744
5581	chr14	36473288	36513829	ENSG00000229415	NaN	NaN	NaN	NaN	0.01295	0.408919
5582	chr14	36516392	36521149	ENSG00000136352	NaN	NaN	NaN	NaN	0.069596	0.622872
5583	chr14	36580579	36582607	ENSG00000136327	NaN	NaN	NaN	NaN	0.088801	0.647436
5584	chr14	36657568	36679715	ENSG00000198807	NaN	NaN	NaN	NaN	0.025106	0.434461
5585	chr14	36677921	37172866	ENSG00000183032	NaN	NaN	NaN	NaN	0.007191	0.396167
5586	chr14	37197913	37552361	ENSG00000151338	NaN	NaN	NaN	NaN	0.006711	0.370713
5587	chr14	37589984	37596059	ENSG00000129514	NaN	NaN	NaN	NaN	0.05433	0.524774
5588	chr14	37595847	38041442	ENSG00000139865	NaN	NaN	NaN	NaN	0.009792	0.398188
5589	chr14	38207999	38213067	ENSG00000139874	NaN	NaN	NaN	NaN	0.048155	0.542818
5590	chr14	38254103	38256369	ENSG00000176435	NaN	NaN	NaN	NaN	0.060486	0.589144
5591	chr14	39031919	39109646	ENSG00000100934	NaN	NaN	NaN	NaN	0.01037	0.387999
5592	chr14	39114223	39136973	ENSG00000092208	NaN	NaN	NaN	NaN	0.010946	0.396484
5593	chr14	39147811	39170532	ENSG00000182400	NaN	NaN	NaN	NaN	0.012104	0.407773
5594	chr14	39175183	39183218	ENSG00000100941	NaN	NaN	NaN	NaN	0.016555	0.406596
5595	chr14	39230231	39253655	ENSG00000150526	NaN	NaN	NaN	NaN	0.007941	0.391137
5596	chr14	39233902	39350423	ENSG00000258941	NaN	NaN	NaN	NaN	0.009632	0.385406
5597	chr14	39265284	39388513	ENSG00000150527	NaN	NaN	NaN	NaN	0.009692	0.381485
5598	chr14	39397669	39432500	ENSG00000165355	NaN	NaN	NaN	NaN	0.012403	0.389825
5599	chr14	41607570	41904549	ENSG00000165379	NaN	NaN	NaN	NaN	0.007641	0.356091
5600	chr14	44504342	44507279	ENSG00000189139	NaN	NaN	NaN	NaN	0.009537	0.466122
5601	chr14	44897295	44907257	ENSG00000179476	NaN	NaN	NaN	NaN	0.014256	0.366192
5602	chr14	44924319	45042322	ENSG00000179454	NaN	NaN	NaN	NaN	0.008061	0.370623
5603	chr14	44962208	45074431	ENSG00000198718	NaN	NaN	NaN	NaN	0.008362	0.380475
5604	chr14	45084099	45116282	ENSG00000185246	NaN	NaN	NaN	NaN	0.008887	0.363453
5605	chr14	45115600	45135319	ENSG00000100442	NaN	NaN	NaN	NaN	0.013947	0.406359
5606	chr14	45135940	45200890	ENSG00000187790	NaN	NaN	NaN	NaN	0.009577	0.375089
5607	chr14	45203190	45253540	ENSG00000129534	NaN	NaN	NaN	NaN	0.008977	0.376544
5608	chr14	46651010	46651821	ENSG00000165496	NaN	NaN	NaN	NaN	0.041975	0.517879
5609	chr14	46839629	47674954	ENSG00000139915	NaN	NaN	NaN	NaN	0.005431	0.327946
5610	chr14	49570984	49599164	ENSG00000213741	NaN	NaN	NaN	NaN	0.018382	0.434351
5611	chr14	49598697	49614672	ENSG00000165501	NaN	NaN	NaN	NaN	0.021285	0.450579
5612	chr14	49618519	49620685	ENSG00000165502	NaN	NaN	NaN	NaN	0.035566	0.45614
5613	chr14	49620795	49623481	ENSG00000168282	NaN	NaN	NaN	NaN	0.040223	0.4758
5614	chr14	49625174	49635230	ENSG00000165506	NaN	NaN	NaN	NaN	0.03093	0.461416
5615	chr14	49643555	49688422	ENSG00000100479	NaN	NaN	NaN	NaN	0.013262	0.413333
5616	chr14	49693105	49753152	ENSG00000197776	NaN	NaN	NaN	NaN	0.011841	0.397672
5617	chr14	49767608	49786385	ENSG00000165516	NaN	NaN	NaN	NaN	0.01651	0.411727
5618	chr14	49782083	49853203	ENSG00000165525	NaN	NaN	NaN	NaN	0.012416	0.403501
5619	chr14	49893092	49897054	ENSG00000165527	NaN	NaN	NaN	NaN	0.02979	0.4316
5620	chr14	49981712	50007520	ENSG00000214900	NaN	NaN	NaN	NaN	0.014725	0.460167
5621	chr14	50083651	50092643	ENSG00000168260	NaN	NaN	NaN	NaN	0.00912	0.451401
5622	chr14	50108632	50116600	ENSG00000100483	NaN	NaN	NaN	NaN	0.014811	0.397465
5623	chr14	50117120	50231558	ENSG00000100485	NaN	NaN	NaN	NaN	0.008942	0.378974
5624	chr14	50237563	50312548	ENSG00000087299	NaN	NaN	NaN	NaN	0.010429	0.407842
5625	chr14	50312326	50335558	ENSG00000125375	NaN	NaN	NaN	NaN	0.012053	0.406422
5626	chr14	50329404	50416461	ENSG00000100490	NaN	NaN	NaN	NaN	0.010786	0.430396
5627	chr14	50418501	50561126	ENSG00000012983	NaN	NaN	NaN	NaN	0.006471	0.3538
5628	chr14	50532509	50633068	ENSG00000198513	NaN	NaN	NaN	NaN	0.008482	0.379625
5629	chr14	50632058	50668331	ENSG00000151748	NaN	NaN	NaN	NaN	0.011386	0.37896
5630	chr14	50719763	50831121	ENSG00000100503	NaN	NaN	NaN	NaN	0.010492	0.407829
5631	chr14	50857891	50944736	ENSG00000100504	NaN	NaN	NaN	NaN	0.011952	0.424676
5632	chr14	50872160	50904970	ENSG00000131969	NaN	NaN	NaN	NaN	0.012192	0.42804
5633	chr14	50975262	51096061	ENSG00000100505	NaN	NaN	NaN	NaN	0.008392	0.403009
5634	chr14	51240162	51257546	ENSG00000139921	NaN	NaN	NaN	NaN	0.01116	0.369535
5635	chr14	51489100	51730727	ENSG00000139926	NaN	NaN	NaN	NaN	0.007361	0.401268
5636	chr14	51826195	51979342	ENSG00000186469	NaN	NaN	NaN	NaN	0.007311	0.399928
5637	chr14	51916145	51918571	ENSG00000258928	NaN	NaN	NaN	NaN	0.013196	0.43446
