chr	str	end	name	length	CpG%	GC%
chr14	73644875	73703732	ENSG00000119661	58857	0.012148	0.405338
chr14	73711783	73714372	ENSG00000176903	2589	0.052164	0.537273
chr14	73715122	73790285	ENSG00000156030	75163	0.01868	0.512739
chr14	73851844	73886827	ENSG00000140043	34983	0.014979	0.420976
chr14	73851971	73932278	ENSG00000258653	80307	0.01239	0.418071
chr14	73886617	73932511	ENSG00000119725	45894	0.011069	0.417549
chr14	73949926	73963670	ENSG00000119723	13744	0.017827	0.455399
chr14	73931501	73950414	ENSG00000156050	18913	0.015228	0.467192
chr14	74019353	74082863	ENSG00000119636	63510	0.011872	0.430074
chr14	73958010	74019399	ENSG00000187097	61389	0.013651	0.444738
chr14	74056850	74084493	ENSG00000119711	27643	0.011902	0.434142
chr14	74084796	74201235	ENSG00000205659	116439	0.009602	0.400908
chr14	74239472	74262738	ENSG00000119614	23266	0.029443	0.53778
chr14	74285423	74303056	ENSG00000119688	17633	0.018376	0.514773
chr14	74303069	74360008	ENSG00000133980	56939	0.015087	0.468642
chr14	74405893	74426102	ENSG00000183379	20209	0.012817	0.49854
chr14	74493720	74497106	ENSG00000165898	3386	0.020679	0.4557
chr14	74476192	74494177	ENSG00000119655	17985	0.013679	0.436475
chr14	74498170	74612378	ENSG00000119681	114208	0.013953	0.514878
chr14	74653437	74713115	ENSG00000119682	59678	0.010021	0.423087
chr14	74713144	74738620	ENSG00000119616	25476	0.010873	0.409719
chr14	74763366	74859435	ENSG00000119596	96069	0.009545	0.396704
chr14	74852871	74871940	ENSG00000119608	19069	0.011538	0.452882
chr14	74881891	74903745	ENSG00000119689	21854	0.014552	0.449163
chr14	74903954	74923396	ENSG00000198208	19442	0.019804	0.553647
chr14	74941834	74955784	ENSG00000119630	13950	0.022654	0.561577
chr14	75002911	75012366	ENSG00000119718	9455	0.011635	0.440719
chr14	75013764	75051532	ENSG00000119684	37768	0.012021	0.41371
chr14	75064170	75079987	ENSG00000119703	15817	0.015175	0.442625
chr14	75053221	75069483	ENSG00000119640	16262	0.01316	0.416615
chr14	75079353	75127344	ENSG00000119638	47991	0.011732	0.420996
chr14	75131470	75176631	ENSG00000170348	45161	0.012533	0.422046
chr14	75238616	75269283	ENSG00000258740	30667	0.014609	0.463462
chr14	75278774	75282230	ENSG00000170345	3456	0.037337	0.539352
chr14	75427716	75474111	ENSG00000140044	46395	0.016683	0.499968
chr14	75522425	75547015	ENSG00000156127	24590	0.012973	0.44514
chr14	75578617	75663214	ENSG00000119686	84597	0.011135	0.454792
chr14	75633625	75955078	ENSG00000119685	321453	0.008822	0.41186
chr14	75649791	75661189	ENSG00000133935	11398	0.010529	0.441832
chr14	75902136	76084585	ENSG00000119650	182449	0.012612	0.439855
chr14	75958099	75982991	ENSG00000119699	24892	0.016753	0.489876
chr14	76151916	76254342	ENSG00000089916	102426	0.007831	0.397448
chr14	76310614	76501841	ENSG00000119715	191227	0.013542	0.481462
chr14	76762189	76783015	ENSG00000071246	20826	0.018824	0.548257
chr14	76786178	76826246	ENSG00000013523	40068	0.013128	0.445243
chr14	76826372	76870302	ENSG00000100565	43930	0.012657	0.472024
chr14	77024543	77028699	ENSG00000119669	4156	0.08207	0.628248
chr14	77098097	77117287	ENSG00000198894	19190	0.011361	0.430172
chr14	77098311	77225462	ENSG00000259164	127151	0.014023	0.47027
chr14	77116568	77259495	ENSG00000165548	142927	0.014053	0.486343
chr14	77131270	77142734	ENSG00000177108	11464	0.026607	0.547453
chr14	77265483	77271312	ENSG00000165553	5829	0.028826	0.575399
chr14	77320884	77331597	ENSG00000100577	10713	0.020631	0.545225
chr14	77274956	77320884	ENSG00000009830	45928	0.01313	0.470802
chr14	77376689	77391497	ENSG00000100583	14808	0.016951	0.44503
chr14	77335021	77377109	ENSG00000100580	42088	0.010312	0.411614
chr14	77394021	77423517	ENSG00000165555	29496	0.010002	0.41409
chr14	77457870	77469474	ENSG00000100591	11604	0.018444	0.460445
chr14	77426675	77457952	ENSG00000151445	31277	0.010263	0.416216
chr14	77474394	77498850	ENSG00000100593	24456	0.018483	0.527437
chr14	77505997	77616773	ENSG00000100596	110776	0.011432	0.41125
chr14	77672404	77708020	ENSG00000100601	35616	0.01213	0.423546
chr14	77708071	77761104	ENSG00000119705	53033	0.012766	0.412894
chr14	77760830	77769742	ENSG00000197734	8912	0.016833	0.424372
chr14	77717599	77761207	ENSG00000100603	43608	0.012865	0.411255
chr14	77800083	77935012	ENSG00000063761	134929	0.011932	0.474081
chr14	78242391	79868290	ENSG00000021645	1625899	0.007751	0.429553
chr14	80197527	80387757	ENSG00000211448	190230	0.006281	0.374534
chr14	80954989	81146302	ENSG00000165409	191313	0.007111	0.385876
chr14	80476983	80959517	ENSG00000100629	482534	0.006541	0.370823
chr14	81175452	81221377	ENSG00000165417	45925	0.011563	0.377463
chr14	81260656	81436465	ENSG00000140022	175809	0.008392	0.405489
chr14	81471549	81533861	ENSG00000071537	62312	0.008698	0.384838
chr14	85528599	85529386	ENSG00000258945	787	0.024173	0.45108
chr14	85530144	85654426	ENSG00000185070	124282	0.011452	0.400368
chr14	86905778	86922755	ENSG00000258804	16977	0.006303	0.35018
chr14	87837820	87993665	ENSG00000054983	155845	0.006261	0.406399
chr14	88005124	88014811	ENSG00000140030	9687	0.00733	0.359967
chr14	88180103	88326907	ENSG00000100433	146804	0.010312	0.437154
chr14	88384924	88470350	ENSG00000042317	85426	0.007761	0.37903
chr14	88465778	88554733	ENSG00000070778	88955	0.011984	0.412815
chr14	88562909	88627596	ENSG00000100722	64687	0.0111	0.402013
chr14	88612431	88792752	ENSG00000165521	180321	0.006441	0.373844
chr14	88824153	88881078	ENSG00000165533	56925	0.006992	0.366061
chr14	89124871	89619149	ENSG00000053254	494278	0.011552	0.432984
chr14	89628921	89642671	ENSG00000258792	13750	0.010692	0.420436
chr14	89794669	89954777	ENSG00000140025	160108	0.009042	0.405379
chr14	89954939	90044768	ENSG00000042088	89829	0.009596	0.421356
chr14	90061765	90185857	ENSG00000152315	124092	0.012062	0.439385
chr14	90256495	90275429	ENSG00000100764	18934	0.015793	0.447924
chr14	90267856	90332137	ENSG00000119720	64281	0.014779	0.441764
chr14	90396502	90408261	ENSG00000198668	11759	0.027981	0.470958
chr14	90524564	90816479	ENSG00000165914	291915	0.017213	0.501245
chr14	91060333	91225632	ENSG00000133943	165299	0.013482	0.460788
chr14	90847862	91060636	ENSG00000100784	212774	0.008151	0.380965
chr14	91242759	91252211	ENSG00000258875	9452	0.016929	0.508887
chr14	91232532	91253925	ENSG00000119714	21393	0.022999	0.519048
chr14	91271323	91417844	ENSG00000015133	146521	0.020564	0.512477
chr14	91457611	91510554	ENSG00000100796	52943	0.012806	0.400261
chr14	91580696	91780707	ENSG00000133962	200011	0.008021	0.395117
chr14	91779751	91867536	ENSG00000165929	87785	0.007461	0.379723
chr14	91869412	91947987	ENSG00000140092	78575	0.01405	0.472122
chr14	91965991	92040896	ENSG00000100815	74905	0.010266	0.379721
chr14	92038652	92106621	ENSG00000066427	67969	0.01458	0.427842
chr14	92116122	92121917	ENSG00000183648	5795	0.024853	0.442105
chr14	92121937	92172145	ENSG00000165934	50208	0.010755	0.396013
chr14	92322581	92501483	ENSG00000140090	178902	0.014153	0.479001
chr14	92513774	92688994	ENSG00000100599	175220	0.013192	0.480732
chr14	92703807	92748702	ENSG00000100600	44895	0.018087	0.472859
chr14	92794231	92839963	ENSG00000066455	45732	0.010693	0.396134
chr14	92923080	92935293	ENSG00000100604	12213	0.0217	0.56358
chr14	92936914	93116320	ENSG00000100605	179406	0.019053	0.538702
chr14	93182196	93184928	ENSG00000165943	2732	0.036617	0.515739
chr14	93184951	93187089	ENSG00000153485	2138	0.044455	0.480823
chr14	93184973	93218586	ENSG00000259066	33613	0.01675	0.429982
chr14	93207056	93229215	ENSG00000012963	22159	0.017104	0.432962
chr14	93202894	93207094	ENSG00000170270	4200	0.023101	0.433571
chr14	93237550	93333092	ENSG00000011114	95542	0.010488	0.400798
chr14	93333219	93707876	ENSG00000133958	374657	0.007971	0.397478
chr14	93347191	93348356	ENSG00000187581	1165	0.060137	0.536481
chr14	93718298	93788481	ENSG00000175785	70183	0.017127	0.52014
chr14	93918894	93929608	ENSG00000140067	10714	0.018949	0.526134
chr14	93939555	93944129	ENSG00000258987	4574	0.022305	0.532794
chr14	93934153	93976791	ENSG00000100628	42638	0.018482	0.524415
chr14	94026329	94048930	ENSG00000089723	22601	0.019027	0.527676
chr14	94048291	94081245	ENSG00000089737	32954	0.010136	0.433756
chr14	94081282	94103846	ENSG00000165948	22564	0.011701	0.451649
chr14	94104836	94116698	ENSG00000165949	11862	0.014923	0.486933
chr14	94127779	94130253	ENSG00000119632	2474	0.022645	0.545675
chr14	94146128	94279735	ENSG00000119698	133607	0.008171	0.379985
chr14	94280455	94293271	ENSG00000140093	12816	0.010222	0.446785
chr14	94304248	94323394	ENSG00000170099	19146	0.009141	0.452732
chr14	94376747	94390693	ENSG00000197249	13946	0.014199	0.517998
chr14	94442464	94452790	ENSG00000186910	10326	0.00707	0.461069
chr14	94462717	94479689	ENSG00000170054	16972	0.00819	0.462644
chr14	94487274	94517844	ENSG00000165953	30570	0.01109	0.479163
chr14	94561091	94569913	ENSG00000100665	8822	0.01179	0.47801
chr14	94561442	94593120	ENSG00000188488	31678	0.01086	0.491856
chr14	94592058	94624646	ENSG00000273259	32588	0.010249	0.493157
chr14	94612384	94624055	ENSG00000196136	11671	0.010283	0.509039
chr14	94768216	94770230	ENSG00000133937	2014	0.100348	0.652929
chr14	95086228	95158010	ENSG00000100697	71782	0.01088	0.37997
chr14	95181940	95319906	ENSG00000165959	137966	0.013462	0.459378
chr14	95407266	95475836	ENSG00000176438	68570	0.014715	0.505746
chr14	95516136	95517911	ENSG00000258572	1775	0.067644	0.64507
chr14	95533503	95544724	ENSG00000182512	11221	0.02451	0.451386
chr14	95686417	95692643	ENSG00000213231	6226	0.020723	0.497912
chr14	95709967	95714196	ENSG00000100721	4229	0.024125	0.503192
chr14	96039324	96094080	ENSG00000227051	54756	0.013387	0.477756
chr14	96204679	96244166	ENSG00000168398	39487	0.014815	0.502165
chr14	96204844	96263929	ENSG00000258691	59085	0.013591	0.487027
chr14	96255824	96268967	ENSG00000100739	13143	0.013544	0.46831
chr14	96275046	96276723	ENSG00000258729	1677	0.015513	0.429338
chr14	96363452	96387288	ENSG00000100744	23836	0.010153	0.389369
chr14	96279202	96363870	ENSG00000066739	84668	0.009945	0.373116
chr14	96392111	96489427	ENSG00000140057	97316	0.013369	0.441818
chr14	96501433	96567111	ENSG00000090060	65678	0.010476	0.365708
chr14	96797304	96931722	ENSG00000100749	134418	0.007331	0.365142
chr14	97749264	97763989	ENSG00000258869	14725	0.010052	0.420917
chr14	97925610	97978124	ENSG00000246223	52514	0.008036	0.431275
chr14	98711613	98717761	ENSG00000176605	6148	0.012852	0.460312
chr14	99169287	99271524	ENSG00000127152	102237	0.022034	0.505956
chr14	99397746	99480889	ENSG00000183576	83143	0.01376	0.426675
chr14	99481169	99535044	ENSG00000090061	53875	0.017615	0.50142
chr14	99500180	99604026	ENSG00000205476	103846	0.020304	0.559595
chr14	99645110	99680569	ENSG00000182218	35459	0.023521	0.548549
chr14	99684304	99727301	ENSG00000036530	42997	0.013606	0.472824
chr14	99737693	99942060	ENSG00000066629	204367	0.016863	0.474091
chr14	99971449	100144236	ENSG00000196405	172787	0.012002	0.419191
chr14	100143957	100160163	ENSG00000168350	16206	0.033323	0.606874
chr14	100238298	100282792	ENSG00000100811	44494	0.021397	0.455545
chr14	100291111	100306547	ENSG00000197119	15436	0.032329	0.57042
chr14	100323337	100330378	ENSG00000140107	7041	0.03125	0.609573
chr14	100376418	100530303	ENSG00000176473	153885	0.013742	0.474581
chr14	100333788	100376805	ENSG00000140105	43017	0.016645	0.468954
chr14	100537149	100587413	ENSG00000183092	50264	0.032111	0.609721
chr14	100725705	100738224	ENSG00000185559	12519	0.036188	0.55891
chr14	100880655	100884847	ENSG00000254656	4192	0.04629	0.580391
chr14	101561351	101563452	ENSG00000197406	2101	0.059048	0.608282
chr14	101730437	101732522	ENSG00000258512	2085	0.012476	0.508393
chr14	101761798	101927989	ENSG00000078304	166191	0.014663	0.440375
chr14	101964528	102050792	ENSG00000197102	86264	0.020774	0.469431
chr14	102139503	102224847	ENSG00000140153	85344	0.016404	0.454584
chr14	102080738	102139699	ENSG00000080824	58961	0.019318	0.472516
chr14	102224500	102305200	ENSG00000080823	80700	0.017993	0.46513
chr14	102317377	102342702	ENSG00000022976	25325	0.021561	0.490385
chr14	102341102	102362916	ENSG00000100865	21814	0.01765	0.464931
chr14	102362963	102502481	ENSG00000196663	139518	0.016133	0.460728
chr14	102501760	102509799	ENSG00000156381	8039	0.050012	0.599204
chr14	102592661	102730576	ENSG00000089902	137915	0.016703	0.442425
chr14	102777476	102911500	ENSG00000131323	134024	0.015293	0.447356
chr14	102922656	102933596	ENSG00000166126	10940	0.053021	0.625594
chr14	102932379	103057462	ENSG00000198752	125083	0.023284	0.498945
chr14	103100144	103110559	ENSG00000205436	10415	0.044075	0.630629
chr14	103123442	103137439	ENSG00000185215	13997	0.033009	0.611988
chr14	103333544	103345025	ENSG00000100664	11481	0.027875	0.449351
chr14	103385392	103503831	ENSG00000075413	118439	0.013742	0.419321
chr14	103519659	103523111	ENSG00000166165	3452	0.096494	0.70394
chr14	103529184	103537073	ENSG00000166166	7889	0.031567	0.64216
chr14	103556544	103562831	ENSG00000166170	6287	0.03118	0.463973
chr14	103562962	103607523	ENSG00000256053	44561	0.02197	0.489688
chr14	103562962	103685924	ENSG00000256500	122962	0.021344	0.487803
chr14	103697609	103715504	ENSG00000126215	17895	0.033419	0.597877
chr14	103715730	103733668	ENSG00000100711	17938	0.036238	0.56974
chr14	103733752	103847590	ENSG00000088808	113838	0.015193	0.443635
chr14	103912288	103928269	ENSG00000156411	15981	0.025031	0.477692
chr14	103928462	104052667	ENSG00000156414	124205	0.012362	0.424472
chr14	103940426	103942308	ENSG00000227729	1882	0.008506	0.356004
chr14	104085679	104115581	ENSG00000166183	29902	0.030969	0.634305
chr14	104138723	104180894	ENSG00000066735	42171	0.037325	0.637737
chr14	104579684	104590515	ENSG00000184601	10831	0.030563	0.627828
chr14	104474678	104605647	ENSG00000258986	130969	0.018273	0.513347
chr14	104689606	104722535	ENSG00000203485	32929	0.036139	0.632421
chr14	104724186	104747325	ENSG00000185100	23139	0.031031	0.607502
chr14	104753100	104768494	ENSG00000184990	15394	0.024037	0.523191
chr14	104769349	104795751	ENSG00000142208	26402	0.03409	0.640861
chr14	104800596	104804712	ENSG00000179627	4116	0.059052	0.646016
chr14	104865280	104896770	ENSG00000099814	31490	0.034171	0.643252
chr14	104924816	104937790	ENSG00000166428	12974	0.028444	0.61631
chr14	104937244	104978357	ENSG00000185567	41113	0.025856	0.572836
chr14	104985775	105010482	ENSG00000140104	24707	0.0255	0.532966
chr14	105009573	105021148	ENSG00000170779	11575	0.02929	0.520518
chr14	105049389	105065445	ENSG00000183484	16056	0.028589	0.556241
chr14	105140981	105168824	ENSG00000184916	27843	0.042418	0.658801
chr14	105172938	105181323	ENSG00000183828	8385	0.034351	0.645796
chr14	105248490	105251093	ENSG00000184887	2603	0.080323	0.643488
chr14	105300563	105398147	ENSG00000179364	97584	0.030774	0.573977
chr14	105209286	105315589	ENSG00000185024	106303	0.030455	0.564866
chr14	105398579	105450106	ENSG00000226174	51527	0.029325	0.556019
chr14	105419820	105470729	ENSG00000182979	50909	0.03412	0.594158
chr14	105472962	105480170	ENSG00000182809	7208	0.062717	0.695616
chr14	105487199	105492267	ENSG00000257341	5068	0.069864	0.68528
chr14	105489855	105499575	ENSG00000185347	9720	0.045272	0.659979
chr14	105526603	105530202	ENSG00000184986	3599	0.093385	0.714365
chr14	105917979	105932642	ENSG00000226777	14663	0.019029	0.559299
chr15	20531856	20541800	ENSG00000277322	9944	0.015891	0.507944
chr15	20835372	20866314	ENSG00000230031	30942	0.004945	0.36339
chr15	21408243	21440451	ENSG00000278522	32208	0.005465	0.36966
chr15	21637909	21638992	ENSG00000182974	1083	0.00647	0.418283
chr15	21742364	21742799	ENSG00000278263	435	0.02765	0.581609
chr15	22094431	22095556	ENSG00000183706	1125	0.009786	0.454222
chr15	22458903	22469230	ENSG00000277865	10327	0.016366	0.509441
chr15	22773063	22829791	ENSG00000170113	56728	0.020784	0.464092
chr15	22838641	22868384	ENSG00000140157	29743	0.017349	0.437246
chr15	22867052	22981063	ENSG00000273749	114011	0.021834	0.490463
chr15	22983192	23039673	ENSG00000275835	56481	0.014554	0.433633
chr15	23128268	23136822	ENSG00000273976	8554	0.017421	0.514029
chr15	23354748	23367231	ENSG00000261739	12483	0.01362	0.503725
chr15	23439498	23447234	ENSG00000174450	7736	0.018617	0.520165
chr15	23565678	23630075	ENSG00000179455	64397	0.010001	0.409864
chr15	23643544	23647841	ENSG00000254585	4297	0.041899	0.61252
chr15	23685400	23687330	ENSG00000182636	1930	0.046656	0.525389
chr15	24675868	24683393	ENSG00000185823	7525	0.012626	0.474286
chr15	24823647	24978723	ENSG00000128739	155076	0.013172	0.420291
chr15	24955034	25000276	ENSG00000214265	45242	0.010433	0.385394
chr15	25333728	25439056	ENSG00000114062	105328	0.006891	0.357961
chr15	25677273	25865172	ENSG00000206190	187899	0.016103	0.4683
chr15	26866363	26949207	ENSG00000186297	82844	0.015378	0.435469
chr15	26543546	26939539	ENSG00000166206	395993	0.009772	0.41097
chr15	26971282	27541991	ENSG00000182256	570709	0.012052	0.423872
chr15	27754875	28099358	ENSG00000104044	344483	0.012452	0.438074
chr15	28111040	28322152	ENSG00000128731	211112	0.017573	0.444646
chr15	28378621	28392018	ENSG00000153684	13397	0.013288	0.491229
chr15	28519611	28533014	ENSG00000183629	13403	0.013282	0.491233
chr15	28701954	28738384	ENSG00000188626	36430	0.015565	0.439198
chr15	28884483	29118315	ENSG00000034053	233832	0.017853	0.486403
chr15	29268149	29269829	ENSG00000185115	1680	0.051221	0.506548
chr15	29120254	29570723	ENSG00000104059	450469	0.015223	0.461748
chr15	29699367	29968865	ENSG00000104067	269498	0.009812	0.389686
chr15	30083053	30093499	ENSG00000179938	10446	0.013787	0.531017
chr15	30135149	30145567	ENSG00000261247	10418	0.013632	0.530716
chr15	30357766	30393849	ENSG00000166664	36083	0.016019	0.435662
chr15	30403740	30414162	ENSG00000186399	10422	0.015162	0.533775
chr15	30552078	30562501	ENSG00000178115	10423	0.014776	0.53238
chr15	30604126	30614561	ENSG00000261794	10435	0.013705	0.531289
chr15	30624494	30772993	ENSG00000187951	148499	0.010022	0.406279
chr15	30903852	30943108	ENSG00000198690	39256	0.01317	0.425515
chr15	30938941	30991607	ENSG00000166912	52666	0.010386	0.399859
chr15	31001061	31161273	ENSG00000134160	160212	0.011902	0.434484
chr15	31326855	31435665	ENSG00000169926	108810	0.018353	0.496394
chr15	31475398	31870789	ENSG00000169918	395391	0.013482	0.451697
chr15	32030488	32172521	ENSG00000175344	142033	0.009262	0.408309
chr15	32392782	32403292	ENSG00000249931	10510	0.013607	0.531399
chr15	32445106	32455634	ENSG00000206127	10528	0.015294	0.533245
chr15	32593456	32607310	ENSG00000232653	13854	0.014365	0.489245
chr15	32615144	32639949	ENSG00000198826	24805	0.011409	0.378916
chr15	32641676	32697098	ENSG00000166922	55422	0.011277	0.423153
chr15	32717974	32745107	ENSG00000166923	27133	0.01419	0.414772
chr15	32765545	33194733	ENSG00000248905	429188	0.009212	0.396937
chr15	33310962	33866102	ENSG00000198838	555140	0.009102	0.40933
chr15	33968720	34067457	ENSG00000184984	98737	0.011222	0.409198
chr15	33866227	34039176	ENSG00000169857	172949	0.009462	0.399178
chr15	34084017	34101948	ENSG00000134153	17931	0.012883	0.397245
chr15	34102073	34108684	ENSG00000182405	6611	0.016793	0.421873
chr15	34140674	34210096	ENSG00000134152	69422	0.011769	0.40539
chr15	34224999	34230156	ENSG00000128463	5157	0.01571	0.439015
chr15	34229996	34338060	ENSG00000140199	108064	0.008752	0.393107
chr15	34341713	34343177	ENSG00000182117	1464	0.047163	0.495902
chr15	34343315	34357737	ENSG00000184507	14422	0.015949	0.48842
chr15	34358618	34367278	ENSG00000176454	8660	0.018824	0.524596
chr15	34379068	34437466	ENSG00000175265	58398	0.017552	0.470787
chr15	34525207	34588503	ENSG00000215252	63296	0.017537	0.470914
chr15	34751032	34754965	ENSG00000159248	3933	0.025432	0.48182
chr15	34788096	34796139	ENSG00000159251	8043	0.017657	0.462265
chr15	34851782	34969839	ENSG00000021776	118057	0.008502	0.369713
chr15	34978341	34988287	ENSG00000198146	9946	0.011262	0.379147
chr15	35217345	35546193	ENSG00000134146	328848	0.008712	0.386216
chr15	36579611	36810248	ENSG00000186073	230637	0.007781	0.374074
chr15	36889204	37101299	ENSG00000134138	212095	0.007511	0.372933
chr15	37921939	37967724	ENSG00000166069	45785	0.004259	0.379644
chr15	38252326	38357249	ENSG00000166068	104923	0.007161	0.35531
chr15	38454127	38487710	ENSG00000171262	33583	0.006611	0.363458
chr15	38488103	38565575	ENSG00000172575	77472	0.009061	0.418241
chr15	38696598	38700038	ENSG00000175779	3440	0.008433	0.471512
chr15	39250684	39254845	ENSG00000175746	4161	0.007933	0.387167
chr15	39581079	39599466	ENSG00000137801	18387	0.015066	0.435144
chr15	39600031	39782830	ENSG00000150667	182799	0.007261	0.385356
chr15	39799023	39920892	ENSG00000166073	121869	0.007171	0.404499
chr15	39934146	40035591	ENSG00000128829	101445	0.009202	0.401878
chr15	40035739	40039188	ENSG00000140319	3449	0.019432	0.435199
chr15	40087890	40108892	ENSG00000104081	21002	0.015904	0.524664
chr15	40161023	40221136	ENSG00000156970	60113	0.009432	0.38737
chr15	40217428	40277486	ENSG00000259288	60058	0.017417	0.510723
chr15	40250664	40252969	ENSG00000176753	2305	0.049913	0.586551
chr15	40281444	40282586	ENSG00000230778	1142	0.116564	0.739054
chr15	40278176	40307935	ENSG00000137841	29759	0.025943	0.568399
chr15	40331452	40340967	ENSG00000188549	9515	0.018604	0.587914
chr15	40351033	40356434	ENSG00000233041	5401	0.013333	0.530087
chr15	40358235	40378639	ENSG00000140323	20404	0.020536	0.530092
chr15	40382721	40394246	ENSG00000128944	11525	0.015186	0.449544
chr15	40405795	40435947	ENSG00000128928	30152	0.016981	0.509054
chr15	40439721	40468242	ENSG00000140320	28521	0.021599	0.537744
chr15	40470998	40474571	ENSG00000169105	3573	0.033875	0.571229
chr15	40528683	40565057	ENSG00000128891	36374	0.012757	0.459889
chr15	40569300	40574943	ENSG00000166133	5643	0.025168	0.486798
chr15	40594020	40664342	ENSG00000137812	70322	0.013737	0.412289
chr15	40694774	40732339	ENSG00000051180	37565	0.016878	0.43466
chr15	40735884	40755851	ENSG00000137824	19967	0.015677	0.491862
chr15	40764020	40767710	ENSG00000137880	3690	0.027921	0.575068
chr15	40770080	40772449	ENSG00000188277	2369	0.024493	0.583791
chr15	40807086	40815084	ENSG00000166140	7998	0.021258	0.535384
chr15	40765155	40807478	ENSG00000104129	42323	0.01843	0.501949
chr15	40815445	40828709	ENSG00000166143	13264	0.012591	0.466451
chr15	40844018	40858207	ENSG00000166145	14189	0.021568	0.536331
chr15	40872214	40874289	ENSG00000104140	2075	0.050145	0.623133
chr15	40894430	40903975	ENSG00000104142	9545	0.027766	0.536302
chr15	40929340	40939072	ENSG00000128917	9732	0.030521	0.571106
chr15	40952962	40956519	ENSG00000128965	3557	0.034871	0.578859
chr15	40978880	41116354	ENSG00000128908	137474	0.011042	0.418681
chr15	41182725	41230743	ENSG00000178997	48018	0.013891	0.439835
chr15	41230839	41281890	ENSG00000187446	51051	0.015455	0.440187
chr15	41309268	41332621	ENSG00000104147	23353	0.019356	0.454631
chr15	41332694	41381050	ENSG00000137804	48356	0.015758	0.445157
chr15	41387349	41402519	ENSG00000137806	15170	0.020898	0.460976
chr15	41408408	41483563	ENSG00000137815	75155	0.017604	0.45647
chr15	41493393	41503551	ENSG00000137825	10158	0.050999	0.597066
chr15	41503638	41513887	ENSG00000062524	10249	0.03669	0.578983
chr15	41517176	41544269	ENSG00000103932	27093	0.016832	0.504226
chr15	41557675	41583586	ENSG00000092445	25911	0.018989	0.531898
chr15	41621224	41773081	ENSG00000174197	151857	0.013272	0.408649
chr15	41774434	41827855	ENSG00000137802	53421	0.014508	0.490893
chr15	41828085	41837581	ENSG00000243789	9496	0.021485	0.54802
chr15	41828095	41848155	ENSG00000168970	20060	0.022234	0.577019
chr15	41837775	41848147	ENSG00000243708	10372	0.022852	0.604994
chr15	41848144	41894077	ENSG00000137877	45933	0.022337	0.593103
chr15	41895939	41972578	ENSG00000103966	76639	0.015123	0.471118
chr15	41981582	42051190	ENSG00000188089	69608	0.012987	0.502141
chr15	42067009	42094554	ENSG00000159337	27545	0.016955	0.514721
chr15	42139034	42156636	ENSG00000168907	17602	0.019715	0.561925
chr15	42158701	42208316	ENSG00000166887	49615	0.01034	0.426121
chr15	42273233	42356935	ENSG00000214013	83702	0.008483	0.404949
chr15	42210452	42273663	ENSG00000103978	63211	0.009271	0.389315
chr15	42359500	42412318	ENSG00000092529	52818	0.012117	0.468533
chr15	42412823	42491123	ENSG00000103994	78300	0.011673	0.413487
chr15	42491233	42545356	ENSG00000092531	54123	0.012989	0.422556
chr15	42537820	42548802	ENSG00000180979	10982	0.01448	0.431706
chr15	42548810	42569994	ENSG00000137814	21184	0.012652	0.42112
chr15	42575659	42720981	ENSG00000159433	145322	0.010792	0.423582
chr15	42723559	42737126	ENSG00000140326	13567	0.02381	0.54463
chr15	42738734	42920809	ENSG00000128881	182075	0.009012	0.397498
chr15	42942897	43106113	ENSG00000159459	163216	0.010472	0.399828
chr15	43123279	43185146	ENSG00000137842	61867	0.011137	0.405547
chr15	43185118	43197176	ENSG00000166946	12058	0.013187	0.409106
chr15	43106225	43221283	ENSG00000166947	115058	0.012082	0.415481
chr15	43232595	43266857	ENSG00000104055	34262	0.010303	0.462904
chr15	43276280	43302255	ENSG00000159495	25975	0.015323	0.477382
chr15	43323649	43330605	ENSG00000168806	6956	0.022717	0.460897
chr15	43330674	43354555	ENSG00000168803	23881	0.007621	0.39856
chr15	43369221	43409771	ENSG00000137822	40550	0.012701	0.426535
chr15	43358172	43371025	ENSG00000140265	12853	0.014395	0.441298
chr15	43403061	43510728	ENSG00000067369	107667	0.010602	0.414961
chr15	43510958	43531620	ENSG00000166963	20662	0.013843	0.525699
chr15	43533462	43590253	ENSG00000168781	56791	0.011569	0.446145
chr15	43593054	43604901	ENSG00000237289	11847	0.015702	0.498438
chr15	43599398	43618800	ENSG00000242866	19402	0.01201	0.509896
chr15	43628503	43668118	ENSG00000166762	39615	0.013	0.437259
chr15	43692886	43699222	ENSG00000223572	6336	0.020047	0.502367
chr15	43746392	43773279	ENSG00000167004	26887	0.01525	0.430134
chr15	43777087	43802589	ENSG00000140264	25502	0.022627	0.491491
chr15	43772600	43777543	ENSG00000128886	4943	0.026912	0.51932
chr15	43796142	43803043	ENSG00000242028	6901	0.017681	0.49587
chr15	43772617	43799133	ENSG00000262560	26516	0.022289	0.493626
chr15	43794162	43800221	ENSG00000184716	6059	0.01172	0.497277
chr15	43804492	43824802	ENSG00000140259	20310	0.016298	0.439783
chr15	43826963	43868419	ENSG00000092470	41456	0.013919	0.418709
chr15	43870761	44195252	ENSG00000171877	324491	0.009652	0.450967
chr15	44288729	44415758	ENSG00000166734	127029	0.010902	0.40907
chr15	44427234	44529038	ENSG00000137770	101804	0.012382	0.401848
chr15	44537057	44563029	ENSG00000104131	25972	0.015132	0.420876
chr15	44562696	44663678	ENSG00000104133	100982	0.010142	0.41124
chr15	44665732	44711316	ENSG00000229474	45584	0.007152	0.429054
